ax,ay,az,gx,gy,gz,recording
0.8325899839401245,0.3349500000476837,-9.751830101013184,0.27125000953674316,-0.026250001043081284,-0.10500000417232513,1
0.861299991607666,0.3062399923801422,-9.742259979248047,0.24500000476837158,0.017500000074505806,-0.1837500035762787,1
0.803879976272583,0.32537999749183655,-9.723119735717773,0.27125000953674316,0.03500000014901161,-0.14000000059604645,1
0.8708699941635132,0.3158099949359894,-9.723119735717773,0.33250001072883606,-0.026250001043081284,-0.1574999988079071,1
0.8708699941635132,0.32537999749183655,-9.751830101013184,0.33250001072883606,-0.026250001043081284,-0.12250000238418579,1
0.8517299890518188,0.3158099949359894,-9.723119735717773,0.29750001430511475,0.008750000037252903,-0.12250000238418579,1
0.8517299890518188,0.38279998302459717,-9.742259979248047,0.3062500059604645,-0.026250001043081284,-0.13124999403953552,1
0.8708699941635132,0.3445200026035309,-9.751830101013184,0.32374998927116394,-0.05250000208616257,-0.13124999403953552,1
0.8517299890518188,0.3062399923801422,-9.7039794921875,0.33250001072883606,0.07874999940395355,-0.1837500035762787,1
0.8325899839401245,0.32537999749183655,-9.723119735717773,0.3149999976158142,0.026250001043081284,-0.08749999850988388,1
0.861299991607666,0.29666998982429504,-9.723119735717773,0.24500000476837158,-0.05250000208616257,-0.13124999403953552,1
0.8900099992752075,0.32537999749183655,-9.73268985748291,0.29750001430511475,-0.03500000014901161,-0.13124999403953552,1
0.861299991607666,0.3445200026035309,-9.76140022277832,0.32374998927116394,0.008750000037252903,-0.19249999523162842,1
0.7943099737167358,0.3158099949359894,-9.723119735717773,0.2800000011920929,0.0,-0.14875000715255737,1
0.8421599864959717,0.3158099949359894,-9.751830101013184,0.2887499928474426,-0.026250001043081284,-0.061250001192092896,1
0.8708699941635132,0.29666998982429504,-9.694409370422363,0.2887499928474426,-0.061250001192092896,-0.11375000327825546,1
0.8517299890518188,0.37322998046875,-9.723119735717773,0.3062500059604645,0.026250001043081284,-0.13124999403953552,1
0.8325899839401245,0.32537999749183655,-9.751830101013184,0.32374998927116394,0.03500000014901161,-0.17499999701976776,1
0.8134499788284302,0.3158099949359894,-9.77096939086914,0.26249998807907104,-0.026250001043081284,-0.16625000536441803,1
0.8230199813842773,0.3349500000476837,-9.76140022277832,0.3062500059604645,-0.026250001043081284,-0.16625000536441803,1
0.8230199813842773,0.3062399923801422,-9.73268985748291,0.29750001430511475,-0.07874999940395355,-0.14000000059604645,1
0.8421599864959717,0.37322998046875,-9.742259979248047,0.32374998927116394,0.04374999925494194,-0.12250000238418579,1
0.8421599864959717,0.3349500000476837,-9.723119735717773,0.3499999940395355,-0.008750000037252903,-0.21000000834465027,1
0.8325899839401245,0.35409000515937805,-9.7039794921875,0.3499999940395355,-0.026250001043081284,-0.17499999701976776,1
0.8421599864959717,0.37322998046875,-9.723119735717773,0.26249998807907104,0.05250000208616257,-0.13124999403953552,1
0.8325899839401245,0.36365997791290283,-9.77096939086914,0.26249998807907104,-0.04374999925494194,-0.12250000238418579,1
0.8708699941635132,0.3349500000476837,-9.751830101013184,0.2537499964237213,0.05250000208616257,-0.13124999403953552,1
0.8421599864959717,0.3158099949359894,-9.751830101013184,0.24500000476837158,0.03500000014901161,-0.11375000327825546,1
0.8230199813842773,0.38279998302459717,-9.742259979248047,0.3149999976158142,0.03500000014901161,-0.10500000417232513,1
0.8230199813842773,0.36365997791290283,-9.713549613952637,0.27125000953674316,-0.008750000037252903,-0.23624999821186066,1
0.8325899839401245,0.36365997791290283,-9.742259979248047,0.32374998927116394,0.05250000208616257,-0.19249999523162842,1
0.8517299890518188,0.35409000515937805,-9.713549613952637,0.3499999940395355,-0.008750000037252903,-0.13124999403953552,1
0.8421599864959717,0.35409000515937805,-9.7039794921875,0.29750001430511475,-0.04374999925494194,-0.12250000238418579,1
0.8421599864959717,0.3445200026035309,-9.723119735717773,0.2887499928474426,-0.04374999925494194,-0.16625000536441803,1
0.8421599864959717,0.3158099949359894,-9.742259979248047,0.2800000011920929,0.10500000417232513,-0.14875000715255737,1
0.8517299890518188,0.3158099949359894,-9.713549613952637,0.35875001549720764,-0.026250001043081284,-0.07000000029802322,1
0.8517299890518188,0.3445200026035309,-9.742259979248047,0.2887499928474426,-0.061250001192092896,-0.14875000715255737,1
0.8134499788284302,0.3445200026035309,-9.723119735717773,0.3062500059604645,-0.03500000014901161,-0.16625000536441803,1
