ax,ay,az,gx,gy,gz,recording
0.8325899839401245,0.29666998982429504,-9.751830101013184,0.6650000214576721,0.8400000333786011,-0.14000000059604645,1
0.8230199813842773,0.3349500000476837,-9.790109634399414,0.4112499952316284,0.5774999856948853,-0.12250000238418579,1
0.861299991607666,0.35409000515937805,-9.73268985748291,0.42875000834465027,0.4724999964237213,-0.1837500035762787,1
0.8230199813842773,0.36365997791290283,-9.780539512634277,0.5162500143051147,0.7437499761581421,-0.1574999988079071,1
0.8134499788284302,0.32537999749183655,-9.73268985748291,0.45500001311302185,0.9012500047683716,-0.20125000178813934,1
0.861299991607666,0.35409000515937805,-9.713549613952637,0.45500001311302185,0.7612500190734863,-0.2537499964237213,1
0.8421599864959717,0.35409000515937805,-9.742259979248047,0.44624999165534973,0.6037499904632568,-0.27125000953674316,1
0.8421599864959717,0.3158099949359894,-9.742259979248047,0.3762499988079071,0.4375,-0.24500000476837158,1
0.8517299890518188,0.35409000515937805,-9.751830101013184,0.3675000071525574,0.44624999165534973,-0.20125000178813934,1
0.861299991607666,0.3062399923801422,-9.751830101013184,0.35875001549720764,0.17499999701976776,-0.1837500035762787,1
0.8517299890518188,0.32537999749183655,-9.751830101013184,0.32374998927116394,0.14000000059604645,-0.20125000178813934,1
0.8230199813842773,0.3349500000476837,-9.73268985748291,0.3499999940395355,0.14875000715255737,-0.16625000536441803,1
0.8230199813842773,0.3158099949359894,-9.713549613952637,0.3499999940395355,0.14000000059604645,-0.1837500035762787,1
0.8995800018310547,0.3445200026035309,-9.73268985748291,0.3412500023841858,0.14000000059604645,-0.22750000655651093,1
0.861299991607666,0.3062399923801422,-9.7039794921875,0.3062500059604645,0.10500000417232513,-0.1837500035762787,1
0.8325899839401245,0.3349500000476837,-9.742259979248047,0.3412500023841858,0.061250001192092896,-0.1574999988079071,1
0.803879976272583,0.32537999749183655,-9.751830101013184,0.2800000011920929,0.12250000238418579,-0.20125000178813934,1
0.8325899839401245,0.35409000515937805,-9.780539512634277,0.33250001072883606,0.05250000208616257,-0.1574999988079071,1
0.861299991607666,0.36365997791290283,-9.751830101013184,0.3499999940395355,0.026250001043081284,-0.12250000238418579,1
0.8134499788284302,0.3349500000476837,-9.723119735717773,0.3412500023841858,-0.026250001043081284,-0.08749999850988388,1
0.8421599864959717,0.36365997791290283,-9.76140022277832,0.32374998927116394,0.03500000014901161,-0.10500000417232513,1
0.8421599864959717,0.3445200026035309,-9.780539512634277,0.32374998927116394,0.04374999925494194,-0.12250000238418579,1
0.861299991607666,0.3445200026035309,-9.742259979248047,0.3412500023841858,0.04374999925494194,-0.1574999988079071,1
0.861299991607666,0.35409000515937805,-9.742259979248047,0.39375001192092896,0.04374999925494194,-0.16625000536441803,1
0.861299991607666,0.36365997791290283,-9.73268985748291,0.39375001192092896,0.07874999940395355,-0.1574999988079071,1
0.7847399711608887,0.3062399923801422,-9.751830101013184,0.3412500023841858,0.026250001043081284,-0.16625000536441803,1
0.8325899839401245,0.36365997791290283,-9.723119735717773,0.32374998927116394,0.03500000014901161,-0.10500000417232513,1
