ax,ay,az,gx,gy,gz,recording,source_folder
5.867201328277588,4.374080181121826,-8.987441062927246,0.4092797040939331,-0.6585127115249634,-0.1270599663257599,2,1
5.905486106872559,4.421936511993408,-9.006585121154785,0.5167919993400574,-0.6548475623130798,-0.1270599663257599,2,1
5.9916276931762695,4.431507110595703,-8.930014610290527,0.5534439086914062,-0.6597344279289246,-0.1172861233353614,2,1
6.077769756317139,4.431507110595703,-8.786445617675781,0.6731734871864319,-0.6585127115249634,-0.1148426681756973,2,1
6.049056053161621,4.268795490264893,-8.70030403137207,0.7086036801338196,-0.6597344279289246,-0.1148426681756973,2,1
6.087340831756592,4.441079139709473,-8.776872634887695,0.8100073337554932,-0.6536257863044739,-0.1221730485558509,2,1
5.982056617736816,4.354937553405762,-8.537590980529785,0.8332201242446899,-0.6572909951210022,-0.1172861233353614,2,1
6.087340831756592,4.441079139709473,-8.50887680053711,0.8637634515762329,-0.656069278717041,-0.1172861233353614,2,1
6.307480335235596,4.278366565704346,-8.480164527893066,0.8564330339431763,-0.6487389206886292,-0.1197295859456062,2,1
6.288337707519531,4.278366565704346,-8.451449394226074,0.8429940342903137,-0.6572909951210022,-0.1160643920302391,2,1
6.3840508460998535,4.182653903961182,-8.212167739868164,0.8417722582817078,-0.6658430695533752,-0.1209513172507286,2,1
6.288337707519531,4.106083869934082,-8.173882484436035,0.8246681094169617,-0.6609562039375305,-0.1172861233353614,2,1
6.259624004364014,4.077369689941406,-8.10688304901123,0.8222246170043945,-0.656069278717041,-0.1246165111660957,2,1
6.192625045776367,3.905086755752564,-8.10688304901123,0.836885392665863,-0.6585127115249634,-0.1148426681756973,2,1
6.106483459472656,3.962514162063599,-7.992027759552002,0.836885392665863,-0.6646214127540588,-0.1123991981148719,2,1
5.867201328277588,3.809373617172241,-8.02074146270752,0.9004153609275818,-0.646295428276062,-0.1062905490398407,2,1
5.694918155670166,3.7328035831451416,-7.992027759552002,0.9248499870300292,-0.6414085030555725,-0.1099557429552078,2,1
